"order","relfirst","relsecond","tokenfirst","tokensecond","lemmafirst","lemmasecond","uposfirst","upossecond","hmLength","sentence","source","size"
"X-case","obl","case","hänen","viereensä","hän","viereen","PRON","ADP","1","fE04.4","tdt_all","15136"
"X-case","obl","case","hänen","kanssaan","hän","kanssa","PRON","ADP","1","fE04.6","tdt_all","15136"
"X-case","obl","case","vuosienkin","päästä","vuosi","päästä","NOUN","ADP","1","fE04.8","tdt_all","15136"
"X-case","obl","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","fE04.14","tdt_all","15136"
"case-X","case","obl","ilman","sinua","ilman","sinä","ADP","PRON","1","fE04.16","tdt_all","15136"
"X-case","obl","case","viimeiseen","asti","viimeinen","asti","ADJ","ADP","1","fE04.18","tdt_all","15136"
"X-case","obl","case","kavereidesi","kanssa","kaveri","kanssa","NOUN","ADP","5","fE04.19","tdt_all","15136"
"X-case","obl","case","matikanluokan","edessä","matikka#luokka","edessä","NOUN","ADP","1","fE04.22","tdt_all","15136"
"X-case","obl","case","hänen","viereensä","hän","viereen","PRON","ADP","1","fE04.23","tdt_all","15136"
"case-X","case","obl","ennen","alkua","ennen","alku","ADP","NOUN","2","fE04.23","tdt_all","15136"
"X-case","obl","case","mun","lähelle","minä","lähelle","PRON","ADP","3","fE04.28","tdt_all","15136"
"X-case","obl","case","Janican","luokse","Janica","luokse","PROPN","ADP","3","fE04.30","tdt_all","15136"
"X-case","obl","case","Janican","kanssa","Janica","kanssa","PROPN","ADP","1","fE04.32","tdt_all","15136"
"X-case","obl","case","korvien","päälle","korva","päälle","NOUN","ADP","1","fE05.4","tdt_all","15136"
"X-case","obl","case","isänsä","kanssa","isä","kanssa","NOUN","ADP","1","fE05.5","tdt_all","15136"
"X-case","obl","case","jonka","takia","joka","takia","PRON","ADP","1","fE05.8","tdt_all","15136"
"X-case","obl","case","vuosienkin","jälkeen","vuosi","jälkeen","NOUN","ADP","1","fE05.9","tdt_all","15136"
"X-case","nmod","case","toisensa","perään","toinen","perään","PRON","ADP","1","fE05.9","tdt_all","15136"
"X-case","obl","case","auringon","alla","aurinko","alla","NOUN","ADP","1","fE05.12","tdt_all","15136"
"X-case","obl","case","muiden","kanssa","muu","kanssa","PRON","ADP","1","fE05.12","tdt_all","15136"
"X-case","obl","case","onnen","perässä","onni","perässä","NOUN","ADP","1","fE05.12","tdt_all","15136"
"X-case","obl","case","rantakatuja","pitkin","ranta#katu","pitkin","NOUN","ADP","1","fE05.17","tdt_all","15136"
"X-case","obl","case","auringon","takaa","aurinko","takaa","NOUN","ADP","1","fE06.4","tdt_all","15136"
"X-case","obl","case","tuulen","mukana","tuuli","mukana","NOUN","ADP","1","fE06.4","tdt_all","15136"
"case-X","case","obl","pitkin","katuja","pitkin","katu","ADP","NOUN","3","fE06.4","tdt_all","15136"
"X-case","obl","case","renkaita","ympäri","rengas","ympäri","NOUN","ADP","1","fE06.5","tdt_all","15136"
"X-case","obl","case","katuja","pitkin","katu","pitkin","NOUN","ADP","1","fE06.8","tdt_all","15136"
"X-case","obl","case","juhlinnan","sekaan","juhlinta","sekaan","NOUN","ADP","1","fE06.9","tdt_all","15136"
"X-case","obl","case","käsien","kanssa","käsi","kanssa","NOUN","ADP","1","fE06.13","tdt_all","15136"
"X-case","obl","case","huoneen","poikki","huone","poikki","NOUN","ADP","1","fE06.15","tdt_all","15136"
"X-case","conj","case","astronauttia","varten","astronautti","varten","NOUN","ADP","1","fE06.19","tdt_all","15136"
"case-X","case","nmod","ennen","nelosta","ennen","nelonen","ADP","NOUN","1","fF02.16","tdt_all","15136"
"case-X","case","ccomp","vaille","neljä","vaille","neljä","ADP","NUM","1","fF02.16","tdt_all","15136"
"case-X","case","root","vaille","kolme","vaille","kolme","ADP","NUM","1","fF02.17","tdt_all","15136"
"X-case","obl","case","nilkkojen","ympärille","nilkka","ympärille","NOUN","ADP","1","fF03.7","tdt_all","15136"
"X-case","nmod","case","maailmaa","kohtaan","maailma","kohtaan","NOUN","ADP","1","fF03.12","tdt_all","15136"
"X-case","obl","case","Ruohon","yllä","ruoho","yllä","NOUN","ADP","1","fF03.13","tdt_all","15136"
"X-case","obl","case","jalkojensa","välistä","jalka","välistä","NOUN","ADP","1","fF03.19","tdt_all","15136"
"X-case","nmod","case","virtaa","kohtaan","virta","kohtaan","NOUN","ADP","1","fF03.20","tdt_all","15136"
"X-case","obl","case","kulkijan","luokse","kulkija","luokse","NOUN","ADP","1","fF03.24","tdt_all","15136"
"X-case","obl","case","tämän","ympärille","tämä","ympärille","PRON","ADP","1","fF03.24","tdt_all","15136"
"case-X","case","obl","ilman","poroja","ilman","poro","ADP","NOUN","1","fF04.3","tdt_all","15136"
"case-X","case","obl","vaille","seitsemän","vaille","seitsemän","ADP","NUM","1","fF04.8","tdt_all","15136"
"X-case","obl","case","jonka","varrella","joka","varrella","PRON","ADP","1","fF04.14","tdt_all","15136"
"X-case","root","case","Sen","varressa","se","varressa","PRON","ADP","1","fF04.16","tdt_all","15136"
"X-case","obl","case","myllyä","lukuunottamatta","mylly","lukuunottamatta","NOUN","ADP","1","fF04.16","tdt_all","15136"
"X-case","nmod","case","hälytysajon","lisäksi","hälytys#ajo","lisäksi","NOUN","ADP","1","fF04.18","tdt_all","15136"
"X-case","obl","case","liikenteen","varalta","liikenne","varalta","NOUN","ADP","1","fF04.20","tdt_all","15136"
"X-case","obl","case","hänen","viereensä","hän","viereen","PRON","ADP","1","fF04.22","tdt_all","15136"
"X-case","obl","case","hiuspehkona","alta","hius#pehko","alta","NOUN","ADP","1","fF04.23","tdt_all","15136"
"X-case","obl","case","melun","lisäksi","melu","lisäksi","NOUN","ADP","1","fF04.31","tdt_all","15136"
"case-X","case","obl","keskellä","tietä","keskellä","tie","ADP","NOUN","1","fF04.33","tdt_all","15136"
"X-case","nmod","case","päänsä","sisällä","pää","sisällä","NOUN","ADP","1","fF04.38","tdt_all","15136"
"case-X","case","obl","keskellä","tietä","keskellä","tie","ADP","NOUN","1","fF04.38","tdt_all","15136"
"X-case","obl","case","Sihauksen","muassa","sihaus","muassa","NOUN","ADP","1","fF04.42","tdt_all","15136"
"case-X","case","obl","keskellä","tietä","keskellä","tie","ADP","NOUN","1","fF04.51","tdt_all","15136"
"X-case","obl","case","selkänsä","takana","selkä","takana","NOUN","ADP","1","fF04.66","tdt_all","15136"
"X-case","obl","case","pukuanne","varten","puku","varten","NOUN","ADP","1","fF04.68","tdt_all","15136"
"X-case","obl","case","päivästä","lähtien","päivä","lähtien","NOUN","ADP","1","h1002.20","tdt_all","15136"
"X-case","obl","case","Päivi","kanssa","Päivi","kanssa","PROPN","ADP","2","h1002.24","tdt_all","15136"
"case-X","case","obl","Ennen","lähtöään","ennen","lähtö","ADP","NOUN","1","h1003.5","tdt_all","15136"
"X-case","obl","case","viherkasvien","takia","viher#kasvi","takia","NOUN","ADP","4","h1003.22","tdt_all","15136"
"X-case","obl","case","lampaan","kanssa","lammas","kanssa","NOUN","ADP","1","h1003.23","tdt_all","15136"
"X-case","obl","case","Märkäajon","lisäksi","märkä#ajo","lisäksi","NOUN","ADP","1","h1004.2","tdt_all","15136"
"X-case","obl","case","tasoituksen","jälkeen","tasoitus","jälkeen","NOUN","ADP","1","h1004.18","tdt_all","15136"
"X-case","obl","case","studioiden","lähettyviltä","studio","lähettyviltä","NOUN","ADP","1","h1005.2","tdt_all","15136"
"X-case","obl","case","Hyttysten","varalta","hyttynen","varalta","NOUN","ADP","1","h1005.7","tdt_all","15136"
"X-case","obl","case","Kaiken","jälkeen","kaikki","jälkeen","PRON","ADP","1","h1005.10","tdt_all","15136"
"X-case","obl","case","kannattajien","välille","kannattaja","välille","NOUN","ADP","1","h1005.22","tdt_all","15136"
"X-case","obl","case","Äidinkielensä","lisäksi","äidin#kieli","lisäksi","NOUN","ADP","7","h1006.1","tdt_all","15136"
"X-case","obl","case","syysloman","puolesta","syys#loma","puolesta","NOUN","ADP","1","h1006.6","tdt_all","15136"
"case-X","case","obl","lähelle","sähköjohtoa","lähelle","sähkö#johto","ADP","NOUN","1","h1006.9","tdt_all","15136"
"X-case","obl","case","auton","eteen","auto","eteen","NOUN","ADP","1","h1006.11","tdt_all","15136"
"X-case","nmod","case","vihon","mukaan","vihko","mukaan","NOUN","ADP","1","h1006.16","tdt_all","15136"
"X-case","root","case","vuoden","takaa","vuosi","takaa","NOUN","ADP","1","h1006.16","tdt_all","15136"
"X-case","obl","case","Lokakuuhun","mennessä","lokakuu","mennessä","NOUN","ADP","1","h1006.21","tdt_all","15136"
"X-case","obl","case","tien","länsipuolitse","tie","länsi#puolitse","NOUN","ADP","1","h1006.21","tdt_all","15136"
"X-case","obl","case","3,50-3,65","välillä","3,50-3,65","välillä","NUM","ADP","1","h1010.4","tdt_all","15136"
"X-case","obl","case","maisemointitöiden","varalta","maisemointi#työ","varalta","NOUN","ADP","1","h1012.9","tdt_all","15136"
"X-case","obl","case","asian","tiimoilta","asia","tiimoilta","NOUN","ADP","1","h1012.12","tdt_all","15136"
"X-case","obl","case","tarhan","ohitse","tarha","ohitse","NOUN","ADP","1","h1012.14","tdt_all","15136"
"X-case","parataxis","case","minun","puolestani","minä","puolesta","PRON","ADP","1","h1012.24","tdt_all","15136"
"X-case","obl","case","tapahtuman","jälkeen","tapahtuma","jälkeen","NOUN","ADP","1","h1013.23","tdt_all","15136"
"case-X","case","obl","ympäri","taloa","ympäri","talo","ADP","NOUN","1","h1015.3","tdt_all","15136"
"X-case","obl","case","Janne","mukaan","Janne","mukaan","PROPN","ADP","2","h1015.10","tdt_all","15136"
"X-case","obl","case","vieraantumisestaan","huolimatta","vieraantuminen","huolimatta","NOUN","ADP","1","h1015.13","tdt_all","15136"
"X-case","obl","case","tutkimuksen","mukaan","tutkimus","mukaan","NOUN","ADP","1","h1015.17","tdt_all","15136"
"X-case","obl","case","huoltoasemaverkon","vuoksi","huolto#asema#verkko","vuoksi","NOUN","ADP","1","h1015.20","tdt_all","15136"
"X-case","obl","case","minun","puolestani","minä","puolesta","PRON","ADP","1","h1017.5","tdt_all","15136"
"X-case","obl","case","lapsia","varten","lapsi","varten","NOUN","ADP","1","h1017.8","tdt_all","15136"
"X-case","nmod","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","h1017.11","tdt_all","15136"
"X-case","obl","case","susien","kanssa","susi","kanssa","NOUN","ADP","1","h1017.12","tdt_all","15136"
"case-X","case","obl","yli","aeraj","yli","aita","ADP","NOUN","1","h1017.13","tdt_all","15136"
"X-case","obl","case","reissun","päälle","reissu","päälle","NOUN","ADP","1","h1017.18","tdt_all","15136"
"case-X","case","obl","ennen","keskiyötä","ennen","keski#yö","ADP","NOUN","1","h1018.7","tdt_all","15136"
"case-X","case","obl","ilman","tätä","ilman","tämä","ADP","PRON","1","h1018.16","tdt_all","15136"
"X-case","root","case","pöydän","alle","pöytä","alle","NOUN","ADP","1","h1019.7","tdt_all","15136"
"X-case","obl","case","ottovanhempiensa","luokse","otto#vanhempi","luokse","NOUN","ADP","1","h1019.8","tdt_all","15136"
"case-X","case","obl","ilman","katsojaa","ilman","katsoja","ADP","NOUN","1","h1020.7","tdt_all","15136"
"case-X","case","root","alle","raja-arvon","alle","raja#arvo","ADP","NOUN","1","h1022.7","tdt_all","15136"
"X-case","obl","case","lopusta","lähtien","loppu","lähtien","NOUN","ADP","1","h1022.25","tdt_all","15136"
"case-X","case","obl","lähellä","meitä","lähellä","minä","ADP","PRON","1","h1023.5","tdt_all","15136"
"X-case","obl","case","synnytyksen","jälkeenkin","synnytys","jälkeen","NOUN","ADP","1","h1023.21","tdt_all","15136"
"X-case","obl","case","Jokisen","luona","Jokinen","luona","PROPN","ADP","1","h1024.5","tdt_all","15136"
"X-case","obl","case","korin","ympärillä","kori","ympärillä","NOUN","ADP","1","h1024.7","tdt_all","15136"
"X-case","conj","case","tungoksen","keskellä","tungos","keskellä","NOUN","ADP","1","h1024.7","tdt_all","15136"
"X-case","obl","case","Taikurin","takia","taikuri","takia","NOUN","ADP","1","h1024.8","tdt_all","15136"
"case-X","case","nmod","keskelle","lautaa","keskelle","lauta","ADP","NOUN","1","h1024.10","tdt_all","15136"
"X-case","obl","case","Tähän","asti","tämä","asti","PRON","ADP","1","h1024.13","tdt_all","15136"
"case-X","case","nmod","pitkin","maata","pitkin","maa","ADP","NOUN","1","h1024.17","tdt_all","15136"
"case-X","case","obl","ilman","apua","ilman","apu","ADP","NOUN","1","h1025.18","tdt_all","15136"
"X-case","obl","case","Avaruudesta","käsin","avaruus","käsin","NOUN","ADP","1","h1025.22","tdt_all","15136"
"X-case","obl","case","liikemiesten","kanssa","liike#mies","kanssa","NOUN","ADP","1","h1025.23","tdt_all","15136"
"X-case","obl","case","kaupungin","halki","kaupunki","halki","NOUN","ADP","1","h1026.10","tdt_all","15136"
"X-case","obl","case","kuvaruudun","ääressä","kuva#ruutu","ääressä","NOUN","ADP","1","h1026.11","tdt_all","15136"
"X-case","obl","case","sen","jälkee","se","jälkeen","PRON","ADP","1","h1026.14","tdt_all","15136"
"X-case","obl","case","McLarenin","kanssa","McLaren","kanssa","PROPN","ADP","1","h1026.17","tdt_all","15136"
"X-case","root","case","lahden","takaa","lahti","takaa","NOUN","ADP","1","h1026.25","tdt_all","15136"
"X-case","root","case","korin","päällä","kori","päällä","NOUN","ADP","1","h1027.14","tdt_all","15136"
"X-case","obl","case","jonka","jälkeen","joka","jälkeen","PRON","ADP","1","h1027.14","tdt_all","15136"
"X-case","nmod","case","kasvattajaa","vastaan","kasvattaja","vastaan","NOUN","ADP","1","h1027.19","tdt_all","15136"
"X-case","root","case","itsestä","kiinni","itse","kiinni","PRON","ADP","1","h1027.22","tdt_all","15136"
"X-case","obl","case","tarhan","ohi","tarha","ohi","NOUN","ADP","1","h1028.9","tdt_all","15136"
"X-case","obl","case","viiden","välissä","viisi","välissä","NUM","ADP","3","h1028.20","tdt_all","15136"
"X-case","obl","case","sen","takaa","se","takaa","PRON","ADP","1","h1029.5","tdt_all","15136"
"case-X","case","obl","yli","ymmärryksen","yli","ymmärrys","ADP","NOUN","1","h1029.17","tdt_all","15136"
"X-case","obl","case","Kaijan","jälkeen","Kaija","jälkeen","PROPN","ADP","3","h1030.5","tdt_all","15136"
"X-case","nmod","case","asunnon","välillä","asunto","välillä","NOUN","ADP","3","h1030.10","tdt_all","15136"
"X-case","obl","case","helmikuusta","lähtien","helmikuu","lähtien","NOUN","ADP","1","h1030.14","tdt_all","15136"
"X-case","obl","case","Meerin","puoleen","Meeri","puoleen","PROPN","ADP","1","h1031.1","tdt_all","15136"
"X-case","obl","case","seinää","vasten","seinä","vasten","NOUN","ADP","1","h1031.18","tdt_all","15136"
"X-case","root","case","kävelyä","edellä","kävely","edellä","NOUN","ADP","1","h1031.21","tdt_all","15136"
"X-case","obl","case","Husseinin","mukaan","Hussein","mukaan","PROPN","ADP","1","h1032.16","tdt_all","15136"
"X-case","obl","case","ennakkotietojen","mukaan","ennakko#tieto","mukaan","NOUN","ADP","1","h1033.3","tdt_all","15136"
"X-case","nmod","case","aseman","jälkeen","asema","jälkeen","NOUN","ADP","1","h1033.3","tdt_all","15136"
"X-case","obl","case","isän","kanssa","isä","kanssa","NOUN","ADP","1","h1033.11","tdt_all","15136"
"X-case","obl","case","Arto","mukaan","Arto","mukaan","PROPN","ADP","2","h1033.13","tdt_all","15136"
"X-case","nmod","case","tunnettavuutensa","puolesta","tunnettavuus","puolesta","NOUN","ADP","1","h1033.17","tdt_all","15136"
"case-X","case","root","mukana","uudistustyössä","mukana","uudistus#työ","ADP","NOUN","1","h1036.3","tdt_all","15136"
"X-case","nmod","case","Teresan","kanssa","Teresa","kanssa","PROPN","ADP","1","h1036.18","tdt_all","15136"
"X-case","obl","case","hormin","vieressä","hormi","vieressä","NOUN","ADP","1","h1037.8","tdt_all","15136"
"X-case","obl","case","niitten","kaa","se","kanssa","PRON","ADP","1","h1037.18","tdt_all","15136"
"X-case","obl","case","presidentin","rinnalla","presidentti","rinnalla","NOUN","ADP","1","h1037.22","tdt_all","15136"
"X-case","obl","case","meren","äärelle","meri","ääri","NOUN","NOUN","1","h1038.8","tdt_all","15136"
"case-X","case","obl","pitkin","kylkiä","pitkin","kylki","ADP","NOUN","1","h1038.12","tdt_all","15136"
"X-case","xcomp:ds","case","Automaatin","vieressä","automaatti","vieressä","NOUN","ADP","1","h1038.13","tdt_all","15136"
"X-case","root","case","minua","varten","minä","varten","PRON","ADP","1","h1038.15","tdt_all","15136"
"X-case","obl","case","näreen","takana","näre","takana","NOUN","ADP","1","h1038.19","tdt_all","15136"
"X-case","obl","case","pääministerin","mukaan","pää#ministeri","mukaan","NOUN","ADP","1","h1040.2","tdt_all","15136"
"X-case","obl","case","päätöksen","mukaan","päätös","mukaan","NOUN","ADP","1","h1040.6","tdt_all","15136"
"X-case","obl","case","lisärakentamista","vastaan","lisä#rakentaminen","vastaan","NOUN","ADP","1","h1040.6","tdt_all","15136"
"X-case","obl","case","hetken","päästä","hetki","päästä","NOUN","ADP","1","h1040.17","tdt_all","15136"
"X-case","obl","case","ihmisen","puolesta","ihminen","puolesta","NOUN","ADP","1","h1040.18","tdt_all","15136"
"X-case","obl","case","mummol","luom","mummo","luokse","NOUN","ADP","1","h1041.12","tdt_all","15136"
"X-case","obl","case","meitä","kohden","minä","kohden","PRON","ADP","1","h1041.15","tdt_all","15136"
"X-case","nmod","case","kansalaistoiminnan","sijasta","kansalais#toiminta","sijasta","NOUN","ADP","1","h1041.19","tdt_all","15136"
"X-case","obl","case","naisten","takia","nainen","takia","NOUN","ADP","1","h1043.7","tdt_all","15136"
"X-case","root","case","meitä","edellä","minä","edellä","PRON","ADP","1","h1043.14","tdt_all","15136"
"X-case","obl","case","Juhlaviikkojen","lisäksi","juhla#viikko","lisäksi","NOUN","ADP","1","h1045.2","tdt_all","15136"
"X-case","obl","case","mun","kaa","minä","kanssa","PRON","ADP","1","h1045.5","tdt_all","15136"
"X-case","obl","case","kokonsa","takia","koko","takia","NOUN","ADP","1","h1045.11","tdt_all","15136"
"X-case","obl","case","sitä","ennen","se","ennen","PRON","ADP","1","h1045.12","tdt_all","15136"
"X-case","obl","case","niikuttelun","sijasta","niikuttelu","sijasta","NOUN","ADP","2","h1045.16","tdt_all","15136"
"X-case","obl","case","yritysten","kautta","yritys","kautta","NOUN","ADP","1","h1046.10","tdt_all","15136"
"case-X","case","obl","ennen","vammaa","ennen","vamma","ADP","NOUN","1","h1046.17","tdt_all","15136"
"X-case","obl","case","Poikien","kesken","poika","kesken","NOUN","ADP","1","h1046.18","tdt_all","15136"
"X-case","obl","case","Sateesta","huolimatta","sade","huolimatta","NOUN","ADP","1","h1046.22","tdt_all","15136"
"X-case","obl","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","h1046.25","tdt_all","15136"
"X-case","obl","case","vuorokauden","ympäri","vuoro#kausi","ympäri","NOUN","ADP","1","h1047.10","tdt_all","15136"
"X-case","obl","case","edustajien","ylle","edustaja","ylle","NOUN","ADP","1","h1047.17","tdt_all","15136"
"X-case","root","case","kilometrin","päässä","kilo#metri","päässä","NOUN","ADP","1","h1048.5","tdt_all","15136"
"case-X","case","obl","ilman","Jaana","ilman","Jaana","ADP","PROPN","1","h1048.17","tdt_all","15136"
"X-case","nmod","case","länteen","päin","länsi","päin","NOUN","ADP","1","h1048.21","tdt_all","15136"
"X-case","obl","case","Omaleimaisuutensa","vuoksi","omaleimaisuus","vuoksi","NOUN","ADP","1","h1048.22","tdt_all","15136"
"X-case","obl","case","tutkijan","mukaan","tutkija","mukaan","NOUN","ADP","1","h1048.22","tdt_all","15136"
"X-case","obl","case","kurkustaan","alas","kurkku","alas","NOUN","ADP","1","h1048.25","tdt_all","15136"
"X-case","obl","case","Asiaa","kohtaan","asia","kohtaan","NOUN","ADP","1","h1049.8","tdt_all","15136"
"case-X","case","appos","alta","markan","alta","markka","ADP","NOUN","4","h1049.9","tdt_all","15136"
"case-X","case","obl","ilman","ihmisiä","ilman","ihminen","ADP","NOUN","1","h1051.14","tdt_all","15136"
"X-case","obl","case","peräosan","kautta","perä#osa","kautta","NOUN","ADP","1","h1051.16","tdt_all","15136"
"case-X","case","obl","vailla","pelipaikkaa","vailla","peli#paikka","ADP","NOUN","1","h1051.18","tdt_all","15136"
"case-X","case","obl","pitkin","kevättä","pitkin","kevät","ADP","NOUN","1","h1051.22","tdt_all","15136"
"case-X","case","obl","yli","rajan","yli","raja","ADP","NOUN","1","h1054.20","tdt_all","15136"
"X-case","obl","case","matkan","varrella","matka","varrella","NOUN","ADV","1","h1054.23","tdt_all","15136"
"X-case","obl","case","pommiuhkausten","vuoksi","pommi#uhkaus","vuoksi","NOUN","ADP","1","h1055.18","tdt_all","15136"
"X-case","obl","case","haastattelun","nojalla","haastattelu","nojalla","NOUN","ADP","1","h1056.2","tdt_all","15136"
"X-case","obl","case","työn","ympärillä","työ","ympärillä","NOUN","ADP","1","h1056.8","tdt_all","15136"
"X-case","obl","case","äänestyksen","jälkeen","äänestys","jälkeen","NOUN","ADP","1","h1057.14","tdt_all","15136"
"X-case","obl","case","Kumpulan","kautta","Kumpula","kautta","PROPN","ADP","3","h1057.21","tdt_all","15136"
"X-case","obl","case","riman","alta","rima","alta","NOUN","ADP","1","h1057.25","tdt_all","15136"
"X-case","nmod","case","Tuuraa","kohtaan","Tuura","kohtaan","PROPN","ADP","1","h1058.6","tdt_all","15136"
"X-case","obl","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","h1059.4","tdt_all","15136"
"X-case","obl","case","kyläläisten","kanssa","kyläläinen","kanssa","NOUN","ADP","1","h1059.23","tdt_all","15136"
"X-case","obl","case","emonsa","perässä","emo","perässä","NOUN","ADP","1","h1060.2","tdt_all","15136"
"X-case","obl","case","maailman","ulkopuolelle","maailma","ulkopuolelle","NOUN","ADP","1","h1060.15","tdt_all","15136"
"X-case","obl","case","pöytien","välissä","pöytä","välissä","NOUN","ADP","1","h1061.1","tdt_all","15136"
"X-case","obl","case","Sinun","kanssasi","sinä","kanssa","PRON","ADP","1","h1061.8","tdt_all","15136"
"X-case","obl","case","Lehtimajan","mukaan","Lehti#maja","mukaan","PROPN","ADP","1","h1061.12","tdt_all","15136"
"X-case","obl","case","ratkaisun","jälkeen","ratkaisu","jälkeen","NOUN","ADP","1","h1061.12","tdt_all","15136"
"X-case","obl","case","näkemyksensä","mukaan","näkemys","mukaan","NOUN","ADP","1","h1061.21","tdt_all","15136"
"X-case","obl","case","aidan","yli","aita","yli","NOUN","ADP","1","h1061.22","tdt_all","15136"
"X-case","obl","case","Maijan","sijaan","Maija","sijaan","PROPN","ADP","1","h1061.24","tdt_all","15136"
"case-X","case","obl","lukuun","lisävärisäiliötä","lukuun","lisä#väri#säiliö","ADV","NOUN","3","h1062.7","tdt_all","15136"
"X-case","obl","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","h1062.17","tdt_all","15136"
"X-case","root","case","seinää","vasten","seinä","vasten","NOUN","ADP","1","h1062.21","tdt_all","15136"
"case-X","case","obl","ilman","lupaa","ilman","lupa","ADP","NOUN","2","h1062.24","tdt_all","15136"
"X-case","obl","case","kyljestä","läpi","kylki","läpi","NOUN","ADP","1","h1062.25","tdt_all","15136"
"X-case","nmod","case","demokratian","puolesta","demokratia","puolesta","NOUN","ADP","1","h1063.12","tdt_all","15136"
"X-case","obl","case","Mistä","päin","mikä","päin","PRON","ADP","1","h1063.18","tdt_all","15136"
"case-X","case","obl","kesken","konsertin","kesken","konsertti","ADP","NOUN","1","h1063.20","tdt_all","15136"
"X-case","obl","case","Siihen","asti","siihen","asti","ADV","ADP","1","h1063.25","tdt_all","15136"
"case-X","case","obl","riippumatta","siitä","riippumatta","se","ADP","PRON","1","h1064.13","tdt_all","15136"
"X-case","obl","case","lahjaa","varten","lahja","varten","NOUN","ADP","1","h1064.15","tdt_all","15136"
"X-case","obl","case","psykiatrin","kanssa","psykiatri","kanssa","NOUN","ADP","1","h1064.21","tdt_all","15136"
"X-case","obl","case","päivän","varalta","päivä","varalta","NOUN","ADP","1","h1065.5","tdt_all","15136"
"case-X","case","obl","Huolimatta","säästä","huolimatta","sää","ADP","NOUN","1","h1065.7","tdt_all","15136"
"X-case","obl","case","sadeviitan","alla","sade#viitta","alla","NOUN","ADP","1","h1065.13","tdt_all","15136"
"X-case","obl","case","Bremerin","mukaan","Bremer","mukaan","PROPN","ADP","1","h1065.16","tdt_all","15136"
"X-case","obl","case","rajan","takaa","raja","takaa","NOUN","ADP","1","h1066.3","tdt_all","15136"
"X-case","obl","case","Ottelun","jälkeen","ottelu","jälkeen","NOUN","ADP","1","h1066.7","tdt_all","15136"
"X-case","obl","case","Mikon","kimppuun","Mikko","kimppuun","PROPN","ADV","1","h1066.8","tdt_all","15136"
"X-case","nmod","case","sen","sijaan","se","sijaan","PRON","ADP","1","h1066.14","tdt_all","15136"
"X-case","obl","case","tähän","mennessä","tämä","mennessä","PRON","ADP","1","h1066.15","tdt_all","15136"
"X-case","obl","case","vuoden","päästä","vuosi","päästä","NOUN","ADP","1","h1066.23","tdt_all","15136"
"X-case","obl","case","Museoviraston","mukaan","museo#virasto","mukaan","NOUN","ADP","1","h1068.14","tdt_all","15136"
"X-case","obl","case","Peruskarsinnan","jälkeen","perus#karsinta","jälkeen","NOUN","ADP","1","h1069.10","tdt_all","15136"
"X-case","obl","case","Lain","mukaan","laki","mukaan","NOUN","ADP","1","h1069.12","tdt_all","15136"
"X-case","obl","case","Jouni","mukaan","Jouni","mukaan","PROPN","ADP","2","h1069.13","tdt_all","15136"
"case-X","case","xcomp:ds","mukana","kokonaisratkaisussa","mukana","kokonais#ratkaisu","ADP","NOUN","2","h1069.13","tdt_all","15136"
"case-X","case","obl","pitkin","päivää","pitkin","päivä","ADP","NOUN","1","h1070.5","tdt_all","15136"
"X-case","nmod","case","kaupungin","keskeltä","kaupunki","keskeltä","NOUN","ADP","1","h1070.23","tdt_all","15136"
"X-case","obl","case","Pikastartista","huolimatta","pika#startti","huolimatta","NOUN","ADP","1","h1074.19","tdt_all","15136"
"X-case","obl","case","häntä","vastaan","hän","vastaan","PRON","ADP","1","h1076.4","tdt_all","15136"
"X-case","obl","case","jonka","kanssa","joka","kanssa","PRON","ADP","1","h1076.5","tdt_all","15136"
"X-case","obl","case","Minnan","mukaan","Minna","mukaan","PROPN","ADP","1","h1076.8","tdt_all","15136"
"X-case","nmod","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","h1076.9","tdt_all","15136"
"X-case","nmod","case","hänen","ympärillään","hän","ympärillä","PRON","ADP","1","h1077.7","tdt_all","15136"
"X-case","obl","case","kassan","kautta","kassa","kautta","NOUN","ADP","1","h1077.9","tdt_all","15136"
"X-case","nmod","case","vauhdin","välillä","vauhti","välillä","NOUN","ADP","1","h1077.13","tdt_all","15136"
"case-X","case","nmod","per","kilometri","per","kilo#metri","ADP","NOUN","1","h1077.13","tdt_all","15136"
"X-case","obl","case","hameen","alta","hame","alta","NOUN","ADP","1","h1078.21","tdt_all","15136"
"X-case","nmod","case","metrin","päässä","metri","päässä","NOUN","ADP","1","h1079.1","tdt_all","15136"
"case-X","case","obl","ilman","kipuja","ilman","kipu","ADP","NOUN","1","h1079.5","tdt_all","15136"
"X-case","obl","case","teitä","vastaan","sinä","vastaan","PRON","ADP","1","h1079.15","tdt_all","15136"
"X-case","obl","case","hartioiden","ympäri","hartia","ympäri","NOUN","ADP","1","h1080.4","tdt_all","15136"
"X-case","nmod","case","Jeesuksen","kanssa","Jeesus","kanssa","PROPN","ADP","1","h1080.6","tdt_all","15136"
"X-case","obl","case","Kuukausi","sitten","kuukausi","sitten","NOUN","ADP","1","h1080.10","tdt_all","15136"
