"order","relfirst","relsecond","tokenfirst","tokensecond","lemmafirst","lemmasecond","uposfirst","upossecond","hmLength","sentence","source","size"
"X-case","conj","case","hiersi","saakka","hiertää","saakka","VERB","ADP","4","fA01.2","tdt_all_gov_target","15135"
"X-case","xcomp","case","valua","kohti","valua","kohti","VERB","ADP","1","fA01.7","tdt_all_gov_target","15135"
"X-case","xcomp","case","tekemään","vuoksi","tehdä","vuoksi","VERB","ADP","5","fA01.10","tdt_all_gov_target","15135"
"X-case","root","case","levisivät","ympäri","levitä","ympäri","VERB","ADP","1","fA01.12","tdt_all_gov_target","15135"
"X-case","root","case","askelsi","halki","askeltaa","halki","VERB","ADP","2","fA01.14","tdt_all_gov_target","15135"
"X-case","conj","case","jatkan","saakka","jatkaa","saakka","VERB","ADP","3","fA01.17","tdt_all_gov_target","15135"
"X-case","obl","case","Stereonpalasista","keskeltä","stereo#palanen","keskeltä","NOUN","ADP","2","fA01.28","tdt_all_gov_target","15135"
"X-case","advcl","case","tulviessa","ympäri","tulvia","ympäri","VERB","ADP","1","fA01.30","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","vierittää","alas","vierittää","alas","VERB","ADP","2","fA02.2","tdt_all_gov_target","15135"
"X-case","xcomp","case","viheltää","mukana","viheltää","mukana","VERB","ADP","2","fA02.14","tdt_all_gov_target","15135"
"X-case","root","case","ristin","taakse","ristiä","taakse","VERB","ADP","3","fA02.16","tdt_all_gov_target","15135"
"X-case","conj","case","asetun","alla","asettua","alla","VERB","ADP","5","fA02.16","tdt_all_gov_target","15135"
"case-X","case","root","Ennen","ristin","ennen","ristiä","ADP","VERB","4","fA02.16","tdt_all_gov_target","15135"
"X-case","ccomp","case","lipuiko","eteen","lipua","eteen","VERB","ADP","3","fA02.22","tdt_all_gov_target","15135"
"X-case","nsubj","case","naksahtelu","päässä","naksahtelu","päässä","NOUN","ADP","6","fA02.23","tdt_all_gov_target","15135"
"case-X","case","conj","eteen","syöskyy","eteen","syöksyä","ADP","VERB","1","fA02.23","tdt_all_gov_target","15135"
"X-case","root","case","rysähtää","halki","rysähtää","halki","VERB","ADP","1","fA02.24","tdt_all_gov_target","15135"
"X-case","conj","case","rysähtää","päälle","rysähtää","päälle","VERB","ADP","3","fA02.24","tdt_all_gov_target","15135"
"X-case","conj","case","makasin","alla","maata","alla","VERB","ADP","8","fA02.27","tdt_all_gov_target","15135"
"X-case","advmod","case","pois","alta","pois","alta","ADV","ADP","2","fA02.32","tdt_all_gov_target","15135"
"case-X","case","conj","takiani","vaivautuko","takia","vaivautua","ADP","VERB","1","fA02.33","tdt_all_gov_target","15135"
"X-case","nsubj","case","keskustelut","kanssa-","keskustelu","kanssa","NOUN","ADP","4","fA03.2","tdt_all_gov_target","15135"
"X-case","root","case","Ei","kanssas","ei","kanssa","ADV","ADP","3","fA03.36","tdt_all_gov_target","15135"
"X-case","root","case","lähettekö","mukaan","lähteä","mukaan","VERB","ADP","2","fA03.39","tdt_all_gov_target","15135"
"X-case","conj","case","jäättekö","luo","jäädä","luo","VERB","ADP","2","fA03.39","tdt_all_gov_target","15135"
"X-case","conj","case","jäättekö","luo","jäädä","luo","VERB","ADP","3","fA03.41","tdt_all_gov_target","15135"
"X-case","conj","case","jäättekö","luo","jäädä","luo","VERB","ADP","3","fA03.43","tdt_all_gov_target","15135"
"X-case","conj","case","istuin","keskellä","istua","keskellä","VERB","ADP","3","fA03.58","tdt_all_gov_target","15135"
"X-case","conj","case","seilas","halki","seilata","halki","VERB","ADP","2","fA03.65","tdt_all_gov_target","15135"
"X-case","conj","case","seilas","vailla","seilata","vailla","VERB","ADP","3","fA03.65","tdt_all_gov_target","15135"
"X-case","conj","case","kuolee","jälkeen","kuolla","jälkeen","VERB","ADP","2","fA04.13","tdt_all_gov_target","15135"
"X-case","root","case","Lompakko","päältä","lompakko","päältä","NOUN","ADP","3","fA04.17","tdt_all_gov_target","15135"
"X-case","ccomp","case","kahdestaan","kanssa","kahdestaan","kanssa","ADV","ADP","5","fA04.20","tdt_all_gov_target","15135"
"X-case","root","case","kahdestaan","kanssa","kahdestaan","kanssa","ADV","ADP","6","fA04.21","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","ympärillä","tapahtuisivat","ympärillä","tapahtua","ADP","VERB","5","fA04.27","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","tiesi","jälkeen","tietää","ADP","VERB","2","fA04.32","tdt_all_gov_target","15135"
"X-case","advcl","case","maksoi","kanssa","maksaa","kanssa","VERB","ADP","4","fA04.37","tdt_all_gov_target","15135"
"X-case","advcl","case","maksoi","kanssa","maksaa","kanssa","VERB","ADP","2","fA04.40","tdt_all_gov_target","15135"
"X-case","conj","case","puukolla","väliin","puukko","väliin","NOUN","ADP","2","fA04.49","tdt_all_gov_target","15135"
"case-X","case","root","ennen","miettinyt","ennen","miettiä","ADP","VERB","2","fB01.4","tdt_all_gov_target","15135"
"X-case","root","case","jouduinkin","ennen","joutua","ennen","VERB","ADP","4","fB01.6","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","laskeutuvan","pitkin","laskeutua","pitkin","VERB","ADP","6","fB01.9","tdt_all_gov_target","15135"
"X-case","advcl","case","laskeutua","pitkin","laskeutua","pitkin","VERB","ADP","3","fB01.12","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","takia","siteissä","takia","side","ADP","NOUN","5","fB01.14","tdt_all_gov_target","15135"
"X-case","root","case","Kävelin","asti","kävellä","asti","VERB","ADP","2","fB01.39","tdt_all_gov_target","15135"
"case-X","case","conj","jälkeen","kuivata","jälkeen","kuivata","ADP","VERB","3","fB02.3","tdt_all_gov_target","15135"
"X-case","root","case","jääny","taakse","jäädä","taakse","VERB","ADP","4","fB02.6","tdt_all_gov_target","15135"
"case-X","case","root","päin","liiku","päin","liikkua","ADP","VERB","4","fB02.8","tdt_all_gov_target","15135"
"case-X","case","ccomp","mukana","meni","mukana","mennä","ADP","VERB","1","fB02.14","tdt_all_gov_target","15135"
"X-case","xcomp","case","juoksemaan","kohti","juosta","kohti","VERB","ADP","2","fB02.15","tdt_all_gov_target","15135"
"X-case","advmod","case","pois","päin","pois","päin","ADV","ADP","1","fB02.15","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","kahlata","yli","kahlata","yli","VERB","ADP","2","fB02.15","tdt_all_gov_target","15135"
"X-case","conj","case","maannu","saakka","maata","saakka","VERB","ADP","3","fB02.17","tdt_all_gov_target","15135"
"X-case","ccomp","case","käänty","kohti","kääntyä","kohti","VERB","ADP","4","fB02.25","tdt_all_gov_target","15135"
"case-X","case","advcl","asti","irtos","asti","irrota","ADP","VERB","5","fB02.27","tdt_all_gov_target","15135"
"case-X","case","nsubj:cop","alla","laittaminen","alla","laittaminen","ADP","NOUN","4","fB02.28","tdt_all_gov_target","15135"
"X-case","ccomp","case","päässy","päin","päästä","päin","VERB","ADP","4","fB02.30","tdt_all_gov_target","15135"
"X-case","conj","case","juoksi","luo","juosta","luo","VERB","ADP","3","fB02.35","tdt_all_gov_target","15135"
"X-case","root","case","lehmä","lukuunottamatta","lehmä","lukuunottamatta","NOUN","ADP","3","fB02.38","tdt_all_gov_target","15135"
"X-case","xcomp","case","taluttamaan","kohti","taluttaa","kohti","VERB","ADP","3","fB02.49","tdt_all_gov_target","15135"
"case-X","case","obl","asti","matkalla","asti","matka","ADP","NOUN","1","fB02.50","tdt_all_gov_target","15135"
"X-case","conj","case","tuli","kanssa","tulla","kanssa","VERB","ADP","5","fB02.51","tdt_all_gov_target","15135"
"X-case","advcl","case","katosi","taakse","kadota","taakse","VERB","ADP","2","fB02.53","tdt_all_gov_target","15135"
"case-X","case","ccomp","takia","tärkeä","takia","tärkeä","ADP","ADJ","4","fB02.53","tdt_all_gov_target","15135"
"X-case","advmod","case","pois","parista","pois","parista","ADV","ADP","2","fB02.55","tdt_all_gov_target","15135"
"X-case","advmod","case","pois","äärestä","pois","äärestä","ADV","ADP","2","fB02.58","tdt_all_gov_target","15135"
"X-case","root","case","jatkoin","kanssa","jatkaa","kanssa","VERB","ADP","2","fB02.60","tdt_all_gov_target","15135"
"X-case","root","case","Yritin","läpi","yrittää","läpi","VERB","ADP","2","fB02.62","tdt_all_gov_target","15135"
"X-case","xcomp","case","pinkomaan","kohti","pinkoa","kohti","VERB","ADP","3","fB02.66","tdt_all_gov_target","15135"
"X-case","xcomp","case","tallustamaan","pitkin","tallustaa","pitkin","VERB","ADP","3","fB02.69","tdt_all_gov_target","15135"
"X-case","xcomp","case","tallustamaan","kohti","tallustaa","kohti","VERB","ADP","5","fB02.69","tdt_all_gov_target","15135"
"X-case","xcomp","case","talutettua","pitkin","taluttaa","pitkin","VERB","ADP","5","fB02.74","tdt_all_gov_target","15135"
"X-case","obl","case","Pienestä","pitäen","pieni","pitäen","ADJ","ADP","1","fC02.2","tdt_all_gov_target","15135"
"X-case","xcomp","case","yhtä","kanssa","yhtä","kanssa","ADV","ADP","3","fC02.4","tdt_all_gov_target","15135"
"X-case","conj","case","kiskoa","pitkin","kiskoa","pitkin","VERB","ADP","4","fC02.4","tdt_all_gov_target","15135"
"X-case","root","case","kuljin","pitkin","kulkea","pitkin","VERB","ADP","1","fC02.38","tdt_all_gov_target","15135"
"X-case","conj","case","juttelemaan","kanssa","jutella","kanssa","VERB","ADP","4","fC02.38","tdt_all_gov_target","15135"
"X-case","root","case","Tuksuttelin","ympäri","tuksutella","ympäri","VERB","ADP","1","fC02.47","tdt_all_gov_target","15135"
"X-case","root","case","Puhkuin","ylös","puhkua","ylös","VERB","ADP","1","fC02.48","tdt_all_gov_target","15135"
"X-case","root","case","näki","lävitse","nähdä","lävitse","VERB","ADP","3","fC03.8","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","jossa","ympärillä","joka","ympärillä","PRON","ADP","6","fC03.28","tdt_all_gov_target","15135"
"X-case","obl","case","poislähteneiden","tilalle","pois#lähteä","tilalle","VERB","ADP","1","fC03.29","tdt_all_gov_target","15135"
"X-case","ccomp","case","peittynyt","alle","peittyä","alle","VERB","ADP","3","fC03.35","tdt_all_gov_target","15135"
"X-case","conj","case","siirtämistä","päälle","siirtäminen","päälle","NOUN","ADP","3","fC03.41","tdt_all_gov_target","15135"
"X-case","advcl","case","heilutellen","pitkin","heilutella","pitkin","VERB","ADP","1","fC03.49","tdt_all_gov_target","15135"
"X-case","root","case","matkannut","alla","matkata","alla","VERB","ADP","4","fD02.8","tdt_all_gov_target","15135"
"case-X","case","root","sijaan","osasi","sijaan","osata","ADP","VERB","1","fD02.14","tdt_all_gov_target","15135"
"X-case","root","case","ratsasti","kohti","ratsastaa","kohti","VERB","ADP","2","fD02.16","tdt_all_gov_target","15135"
"case-X","case","advcl","sitten","saapuessaan","sitten","saapua","ADP","VERB","1","fD02.21","tdt_all_gov_target","15135"
"X-case","advcl","case","saapuessaan","lähellä","saapua","lähellä","VERB","ADP","4","fD02.24","tdt_all_gov_target","15135"
"case-X","case","root","sijaan","päättänyt","sijaan","päättää","ADP","VERB","1","fD02.25","tdt_all_gov_target","15135"
"X-case","advcl","case","katsellut","sijaan","katsella","sijaan","VERB","ADP","6","fD02.27","tdt_all_gov_target","15135"
"case-X","case","acl","mukana","saapunut","mukana","saapua","ADP","VERB","1","fD02.33","tdt_all_gov_target","15135"
"case-X","case","conj","sijaan","luottivat","sijaan","luottaa","ADP","VERB","2","fD02.33","tdt_all_gov_target","15135"
"X-case","root","case","säntäsi","kohti","sännätä","kohti","VERB","ADP","1","fD02.44","tdt_all_gov_target","15135"
"X-case","root","case","ryntäsi","luokse","rynnätä","luokse","VERB","ADP","2","fD02.49","tdt_all_gov_target","15135"
"X-case","root","case","hiipi","taakseen","hiipiä","taakse","VERB","ADP","4","fD02.57","tdt_all_gov_target","15135"
"X-case","root","case","lähti","kanssa","lähteä","kanssa","VERB","ADP","3","fD02.63","tdt_all_gov_target","15135"
"X-case","conj","case","löysivät","vierestä","löytää","vierestä","VERB","ADP","4","fD02.63","tdt_all_gov_target","15135"
"X-case","obl","case","iltana","jälkeen","ilta","jälkeen","NOUN","ADP","5","fD03.2","tdt_all_gov_target","15135"
"X-case","conj","case","jäi","seasta","jäädä","seasta","VERB","ADP","5","fD03.3","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","tulemaan","sisälle","tulla","sisälle","VERB","ADP","1","fD03.7","tdt_all_gov_target","15135"
"X-case","advcl","case","istahti","ääreen","istahtaa","ääreen","VERB","ADP","2","fD03.8","tdt_all_gov_target","15135"
"case-X","case","advcl","jälkeen","vei","jälkeen","viedä","ADP","VERB","4","fD03.15","tdt_all_gov_target","15135"
"case-X","case","root","alle","lähde","alle","lähteä","ADP","VERB","3","fD03.27","tdt_all_gov_target","15135"
"case-X","case","conj","alta","paljastui","alta","paljastua","ADP","VERB","1","fD03.43","tdt_all_gov_target","15135"
"case-X","case","obl","alas","luukusta","alas","luukku","ADV","NOUN","2","fD03.46","tdt_all_gov_target","15135"
"case-X","case","root","takana","seisoi","takana","seisoa","ADP","VERB","1","fD03.49","tdt_all_gov_target","15135"
"X-case","ccomp","case","tullut","yli","tulla","yli","VERB","ADP","2","fD03.51","tdt_all_gov_target","15135"
"X-case","conj","case","tulisi","läpi","tulla","läpi","VERB","ADP","2","fD03.52","tdt_all_gov_target","15135"
"X-case","root","case","asteli","luokse","astella","luokse","VERB","ADP","2","fD03.69","tdt_all_gov_target","15135"
"X-case","advcl","case","hypittiin","ympärillä","hyppiä","ympärillä","VERB","ADP","2","fE01.3","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","jälkeen","pyöräiltiin","jälkeen","pyöräillä","ADP","VERB","1","fE01.3","tdt_all_gov_target","15135"
"X-case","root","case","veistin","kanssa","veistää","kanssa","VERB","ADP","4","fE01.4","tdt_all_gov_target","15135"
"case-X","case","root","kanssa","teimme","kanssa","tehdä","ADP","VERB","2","fE01.6","tdt_all_gov_target","15135"
"X-case","conj","case","laitoimme","ympäri","laittaa","ympäri","VERB","ADP","2","fE01.7","tdt_all_gov_target","15135"
"case-X","case","conj","kanssa","hoidettiin","kanssa","hoitaa","ADP","VERB","3","fE01.12","tdt_all_gov_target","15135"
"X-case","obl","case","Kerran","jälkeen","kerta","jälkeen","NOUN","ADP","6","fE01.14","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","tajusin","jälkeen","tajuta","ADP","VERB","2","fE01.18","tdt_all_gov_target","15135"
"case-X","case","root","kanssasi","taistelua","kanssa","taistelu","ADP","NOUN","4","fE02.4","tdt_all_gov_target","15135"
"X-case","ccomp","case","ajoimme","keskellä","ajaa","keskellä","VERB","ADP","1","fE02.5","tdt_all_gov_target","15135"
"X-case","obl","case","metsiä","pitkin","metsä","pitkin","NOUN","ADP","2","fE02.5","tdt_all_gov_target","15135"
"X-case","root","case","Juokse","luokseen","juosta","luokse","VERB","ADP","2","fE03.1","tdt_all_gov_target","15135"
"X-case","root","case","Uuvuin","viereen","uupua","viereen","VERB","ADP","5","fE03.9","tdt_all_gov_target","15135"
"X-case","xcomp","case","menevän","ympäri","mennä","ympäri","VERB","ADP","4","fE03.10","tdt_all_gov_target","15135"
"X-case","root","case","aamuyö","mukaan","aamu#yö","mukaan","NOUN","ADP","5","fE03.16","tdt_all_gov_target","15135"
"X-case","xcomp","case","kopittelemaan","kanssa","kopitella","kanssa","VERB","ADP","4","fE03.18","tdt_all_gov_target","15135"
"X-case","advcl","case","kävelin","kanssa","kävellä","kanssa","VERB","ADP","2","fE03.20","tdt_all_gov_target","15135"
"X-case","advcl","case","kävelin","pitkin","kävellä","pitkin","VERB","ADP","4","fE03.20","tdt_all_gov_target","15135"
"X-case","obl","case","omien","vierestä","oma","vierestä","ADJ","ADP","1","fE03.24","tdt_all_gov_target","15135"
"X-case","conj","case","jätän","viereen","jättää","viereen","VERB","ADP","4","fE03.25","tdt_all_gov_target","15135"
"case-X","case","advcl","vasten","seistessään","vasten","seistä","ADP","VERB","1","fE03.38","tdt_all_gov_target","15135"
"X-case","ccomp","case","juoksin","perässä","juosta","perässä","VERB","ADP","3","fE03.43","tdt_all_gov_target","15135"
"X-case","root","case","istut","viereensä","istua","viereen","VERB","ADP","2","fE04.4","tdt_all_gov_target","15135"
"X-case","conj","case","vietät","kanssaan","viettää","kanssa","VERB","ADP","4","fE04.6","tdt_all_gov_target","15135"
"X-case","root","case","hakkaisi","päästä","hakata","päästä","VERB","ADP","3","fE04.8","tdt_all_gov_target","15135"
"case-X","case","conj","jälkeen","kuule","jälkeen","kuulla","ADP","VERB","2","fE04.14","tdt_all_gov_target","15135"
"X-case","ccomp","case","mahtavaa","ilman","mahtava","ilman","ADJ","ADP","1","fE04.16","tdt_all_gov_target","15135"
"X-case","obl","case","viimeiseen","asti","viimeinen","asti","ADJ","ADP","1","fE04.18","tdt_all_gov_target","15135"
"X-case","root","case","Eläisit","kanssa","elää","kanssa","VERB","ADP","10","fE04.19","tdt_all_gov_target","15135"
"X-case","conj","case","jatkat","edessä","jatkaa","edessä","VERB","ADP","4","fE04.22","tdt_all_gov_target","15135"
"X-case","conj","case","istahdat","viereensä","istahtaa","viereen","VERB","ADP","2","fE04.23","tdt_all_gov_target","15135"
"case-X","case","conj","ennen","istahdat","ennen","istahtaa","ADP","VERB","3","fE04.23","tdt_all_gov_target","15135"
"X-case","conj","case","tule","lähelle","tulla","lähelle","VERB","ADP","4","fE04.28","tdt_all_gov_target","15135"
"X-case","root","case","mee","luokse","mennä","luokse","VERB","ADP","4","fE04.30","tdt_all_gov_target","15135"
"X-case","ccomp","case","juttelee","kanssa","jutella","kanssa","VERB","ADP","3","fE04.32","tdt_all_gov_target","15135"
"case-X","case","advcl","päälle","tarvittu","päälle","tarvita","ADP","VERB","1","fE05.4","tdt_all_gov_target","15135"
"X-case","root","case","nauroi","kanssa","nauraa","kanssa","VERB","ADP","3","fE05.5","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","takia","poltettiin","takia","polttaa","ADP","VERB","3","fE05.8","tdt_all_gov_target","15135"
"X-case","root","case","Virtasi","jälkeen","virrata","jälkeen","VERB","ADP","4","fE05.9","tdt_all_gov_target","15135"
"X-case","nsubj","case","päivät","perään","päivä","perään","NOUN","ADP","2","fE05.9","tdt_all_gov_target","15135"
"case-X","case","conj","alla","halunnut","alla","haluta","ADP","VERB","3","fE05.12","tdt_all_gov_target","15135"
"case-X","case","conj","kanssa","halunnut","kanssa","haluta","ADP","VERB","1","fE05.12","tdt_all_gov_target","15135"
"case-X","case","xcomp","perässä","juosta","perässä","juosta","ADP","VERB","1","fE05.12","tdt_all_gov_target","15135"
"X-case","xcomp","case","kaahamaan","pitkin","kaahata","pitkin","VERB","ADP","4","fE05.17","tdt_all_gov_target","15135"
"X-case","root","case","laskeutui","takaa","laskeutua","takaa","VERB","ADP","2","fE06.4","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","mennä","mukana","mennä","mukana","VERB","ADP","2","fE06.4","tdt_all_gov_target","15135"
"X-case","advcl","case","ajoin","pitkin","ajaa","pitkin","VERB","ADP","4","fE06.4","tdt_all_gov_target","15135"
"X-case","conj","case","juoksin","ympäri","juosta","ympäri","VERB","ADP","3","fE06.5","tdt_all_gov_target","15135"
"X-case","advcl","case","kävelläkseni","pitkin","kävellä","pitkin","VERB","ADP","5","fE06.8","tdt_all_gov_target","15135"
"X-case","conj","case","hyppäsin","sekaan","hypätä","sekaan","VERB","ADP","2","fE06.9","tdt_all_gov_target","15135"
"X-case","advcl","case","kadotaksesi","kanssa","kadota","kanssa","VERB","ADP","8","fE06.13","tdt_all_gov_target","15135"
"X-case","root","case","vilkaisin","poikki","vilkaista","poikki","VERB","ADP","2","fE06.15","tdt_all_gov_target","15135"
"X-case","parataxis","case","toivo","varten","toivo","varten","NOUN","ADP","7","fE06.19","tdt_all_gov_target","15135"
"X-case","nsubj","case","pikkuviisari","ennen","pikku#viisari","ennen","NOUN","ADP","2","fF02.16","tdt_all_gov_target","15135"
"X-case","conj","case","meinaa","vaille","meinata","vaille","VERB","ADP","6","fF02.16","tdt_all_gov_target","15135"
"X-case","conj","case","meinaa","vaille","meinata","vaille","VERB","ADP","13","fF02.17","tdt_all_gov_target","15135"
"X-case","xcomp","case","luikertelemaan","ympärille","luikerrella","ympärille","VERB","ADP","2","fF03.7","tdt_all_gov_target","15135"
"X-case","nsubj:cop","case","uteliaisuus","kohtaan","uteliaisuus","kohtaan","NOUN","ADP","3","fF03.12","tdt_all_gov_target","15135"
"case-X","case","root","yllä","jäljellä","yllä","jäljellä","ADP","ADV","9","fF03.13","tdt_all_gov_target","15135"
"X-case","root","case","juoksee","välistä","juosta","välistä","VERB","ADP","3","fF03.19","tdt_all_gov_target","15135"
"X-case","obj","case","mielenkiinnon","kohtaan","mielenkiinto","kohtaan","NOUN","ADP","4","fF03.20","tdt_all_gov_target","15135"
"X-case","root","case","kiemurtelevat","luokse","kiemurrella","luokse","VERB","ADP","2","fF03.24","tdt_all_gov_target","15135"
"X-case","conj","case","kietoutuvat","ympärille","kietoutua","ympärille","VERB","ADP","2","fF03.24","tdt_all_gov_target","15135"
"X-case","conj","case","keittänyt","ilman","keittää","ilman","VERB","ADP","3","fF04.3","tdt_all_gov_target","15135"
"X-case","root","case","saanut","vaille","saada","vaille","VERB","ADP","4","fF04.8","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","varrella","sijaitsivat","varrella","sijaita","ADP","VERB","1","fF04.14","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","sijaitsivat","varressa","sijaita","varressa","VERB","ADP","2","fF04.16","tdt_all_gov_target","15135"
"X-case","root","case","Sen","lukuunottamatta","se","lukuunottamatta","PRON","ADP","9","fF04.16","tdt_all_gov_target","15135"
"X-case","nsubj:cop","case","liikennettä","lisäksi","liikenne","lisäksi","NOUN","ADP","2","fF04.18","tdt_all_gov_target","15135"
"X-case","conj","case","katsoi","varalta","katsoa","varalta","VERB","ADP","4","fF04.20","tdt_all_gov_target","15135"
"case-X","case","root","viereensä","ilmestyi","viereen","ilmestyä","ADP","VERB","1","fF04.22","tdt_all_gov_target","15135"
"X-case","advcl","case","näkynyt","alta","näkyä","alta","VERB","ADP","3","fF04.23","tdt_all_gov_target","15135"
"case-X","case","root","lisäksi","alkoi","lisäksi","alkaa","ADP","VERB","3","fF04.31","tdt_all_gov_target","15135"
"X-case","advcl","case","seisoen","keskellä","seisoa","keskellä","VERB","ADP","2","fF04.33","tdt_all_gov_target","15135"
"X-case","obl","case","vinkunaan","sisällä","vinkuna","sisällä","NOUN","ADP","2","fF04.38","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","seisoi","keskellä","seisoa","keskellä","VERB","ADP","1","fF04.38","tdt_all_gov_target","15135"
"case-X","case","root","muassa","kuroutui","muassa","kuroutua","ADP","VERB","4","fF04.42","tdt_all_gov_target","15135"
"X-case","root","case","seisoi","keskellä","seisoa","keskellä","VERB","ADP","1","fF04.51","tdt_all_gov_target","15135"
"X-case","parataxis","case","tokaisi","takana","tokaista","takana","VERB","ADP","7","fF04.66","tdt_all_gov_target","15135"
"X-case","xcomp","case","ottamaan","varten","ottaa","varten","VERB","ADP","3","fF04.68","tdt_all_gov_target","15135"
"case-X","case","root","lähtien","saavat","lähtien","saada","ADP","VERB","4","h1002.20","tdt_all_gov_target","15135"
"X-case","root","case","työntyivät","kanssa","työntyä","kanssa","VERB","ADP","5","h1002.24","tdt_all_gov_target","15135"
"case-X","case","root","Ennen","halaa","ennen","halata","ADP","VERB","3","h1003.5","tdt_all_gov_target","15135"
"case-X","case","conj","takia","hämyistä","takia","hämyinen","ADP","ADJ","1","h1003.22","tdt_all_gov_target","15135"
"X-case","root","case","tulemme","kanssa","tulla","kanssa","VERB","ADP","3","h1003.23","tdt_all_gov_target","15135"
"case-X","case","root","lisäksi","tyytyväinen","lisäksi","tyytyväinen","ADP","ADJ","5","h1004.2","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","siitä","jälkeen","se","ADP","PRON","4","h1004.18","tdt_all_gov_target","15135"
"X-case","xcomp","case","muuttaa","lähettyviltä","muuttaa","lähettyviltä","VERB","ADP","3","h1005.2","tdt_all_gov_target","15135"
"case-X","case","root","varalta","sonnustautua","varalta","sonnustautua","ADP","VERB","4","h1005.7","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","ihme","jälkeen","ihme","ADP","NOUN","4","h1005.10","tdt_all_gov_target","15135"
"X-case","root","case","Tarvitaan","välille","tarvita","välille","VERB","ADP","8","h1005.22","tdt_all_gov_target","15135"
"case-X","case","root","lisäksi","taitaa","lisäksi","taitaa","ADP","VERB","2","h1006.1","tdt_all_gov_target","15135"
"X-case","root","case","ovat","puolesta","olla","puolesta","VERB","ADP","2","h1006.6","tdt_all_gov_target","15135"
"X-case","root","case","ajautui","lähelle","ajautua","lähelle","VERB","ADP","4","h1006.9","tdt_all_gov_target","15135"
"X-case","root","case","tuli","eteen","tulla","eteen","VERB","ADP","2","h1006.11","tdt_all_gov_target","15135"
"X-case","nsubj:cop","case","kauteni","mukaan","kausi","mukaan","NOUN","ADP","2","h1006.16","tdt_all_gov_target","15135"
"X-case","nsubj:cop","case","kauteni","takaa","kausi","takaa","NOUN","ADP","9","h1006.16","tdt_all_gov_target","15135"
"X-case","root","case","rakennetaan","länsipuolitse","rakentaa","länsi#puolitse","VERB","ADP","5","h1006.21","tdt_all_gov_target","15135"
"case-X","case","root","mennessä","rakennetaan","mennessä","rakentaa","ADP","VERB","1","h1006.21","tdt_all_gov_target","15135"
"X-case","root","case","heilahteli","välillä","heilahdella","välillä","VERB","ADP","2","h1010.4","tdt_all_gov_target","15135"
"X-case","acl","case","maksaa","varalta","maksaa","varalta","VERB","ADP","8","h1012.9","tdt_all_gov_target","15135"
"case-X","case","root","tiimoilta","tullut","tiimoilta","tulla","ADP","VERB","1","h1012.12","tdt_all_gov_target","15135"
"X-case","root","case","Kuljimme","ohitse","kulkea","ohitse","VERB","ADP","2","h1012.14","tdt_all_gov_target","15135"
"case-X","case","root","puolestani","hymähti","puolesta","hymähtää","ADP","VERB","3","h1012.24","tdt_all_gov_target","15135"
"X-case","root","case","Miten","jälkeen","miten","jälkeen","ADV","ADP","9","h1013.23","tdt_all_gov_target","15135"
"X-case","root","case","levinnyt","ympäri","levitä","ympäri","VERB","ADP","1","h1015.3","tdt_all_gov_target","15135"
"case-X","case","root","mukaan","toppuutella","mukaan","toppuutella","ADP","VERB","5","h1015.10","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","huolimatta","riippuvainen","huolimatta","riippuvainen","ADP","ADJ","2","h1015.13","tdt_all_gov_target","15135"
"case-X","case","root","mukaan","kannattaa","mukaan","kannattaa","ADP","VERB","3","h1015.17","tdt_all_gov_target","15135"
"X-case","root","case","Nesteellä","vuoksi","Neste","vuoksi","PROPN","ADP","3","h1015.20","tdt_all_gov_target","15135"
"X-case","root","case","jätettäköön","puolestani","jättää","puolesta","VERB","ADP","2","h1017.5","tdt_all_gov_target","15135"
"case-X","case","root","varten","hankkinut","varten","hankkia","ADP","VERB","2","h1017.8","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","laukaus","jälkeen","laukaus","ADP","NOUN","1","h1017.11","tdt_all_gov_target","15135"
"X-case","obj","case","Tanssii","kanssa","tanssia","kanssa","VERB","ADP","2","h1017.12","tdt_all_gov_target","15135"
"X-case","ccomp","case","hyppäs","yli","hypätä","yli","VERB","ADP","1","h1017.13","tdt_all_gov_target","15135"
"X-case","conj","case","valmistua","päälle","valmistua","päälle","VERB","ADP","2","h1017.18","tdt_all_gov_target","15135"
"X-case","root","case","ylitti","ennen","ylittää","ennen","VERB","ADP","3","h1018.7","tdt_all_gov_target","15135"
