"order","relfirst","relsecond","tokenfirst","tokensecond","lemmafirst","lemmasecond","uposfirst","upossecond","hmLength","sentence","source","size"
"case-X","case","obl","ympärille","tämän","ympärille","tämä","ADP","PRON","1","fF03.24","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","poroja","ilman","poro","ADP","NOUN","1","fF04.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","vaille","seitsemän","vaille","seitsemän","ADP","NUM","1","fF04.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","varrella","jonka","varrella","joka","ADP","PRON","1","fF04.14","tdt_all_to_prep_target","15129"
"case-X","case","root","varressa","Sen","varressa","se","ADP","PRON","1","fF04.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","lukuunottamatta","myllyä","lukuunottamatta","mylly","ADP","NOUN","2","fF04.16","tdt_all_to_prep_target","15129"
"case-X","case","nmod","lisäksi","hälytysajon","lisäksi","hälytys#ajo","ADP","NOUN","1","fF04.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","varalta","liikenteen","varalta","liikenne","ADP","NOUN","1","fF04.20","tdt_all_to_prep_target","15129"
"case-X","case","obl","viereensä","hänen","viereen","hän","ADP","PRON","1","fF04.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","alta","hiuspehkona","alta","hius#pehko","ADP","NOUN","2","fF04.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","melun","lisäksi","melu","ADP","NOUN","3","fF04.31","tdt_all_to_prep_target","15129"
"case-X","case","obl","keskellä","tietä","keskellä","tie","ADP","NOUN","1","fF04.33","tdt_all_to_prep_target","15129"
"case-X","case","nmod","sisällä","päänsä","sisällä","pää","ADP","NOUN","1","fF04.38","tdt_all_to_prep_target","15129"
"case-X","case","obl","keskellä","tietä","keskellä","tie","ADP","NOUN","1","fF04.38","tdt_all_to_prep_target","15129"
"case-X","case","obl","muassa","Sihauksen","muassa","sihaus","ADP","NOUN","1","fF04.42","tdt_all_to_prep_target","15129"
"case-X","case","obl","keskellä","tietä","keskellä","tie","ADP","NOUN","1","fF04.51","tdt_all_to_prep_target","15129"
"case-X","case","obl","takana","selkänsä","takana","selkä","ADP","NOUN","2","fF04.66","tdt_all_to_prep_target","15129"
"case-X","case","obl","varten","pukuanne","varten","puku","ADP","NOUN","1","fF04.68","tdt_all_to_prep_target","15129"
"case-X","case","obl","lähtien","päivästä","lähtien","päivä","ADP","NOUN","2","h1002.20","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","Päivi","kanssa","Päivi","ADP","PROPN","2","h1002.24","tdt_all_to_prep_target","15129"
"case-X","case","obl","Ennen","lähtöään","ennen","lähtö","ADP","NOUN","1","h1003.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","takia","viherkasvien","takia","viher#kasvi","ADP","NOUN","1","h1003.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","lampaan","kanssa","lammas","ADP","NOUN","2","h1003.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","Märkäajon","lisäksi","märkä#ajo","ADP","NOUN","1","h1004.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","tasoituksen","jälkeen","tasoitus","ADP","NOUN","3","h1004.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","lähettyviltä","studioiden","lähettyviltä","studio","ADP","NOUN","1","h1005.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","varalta","Hyttysten","varalta","hyttynen","ADP","NOUN","1","h1005.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","Kaiken","jälkeen","kaikki","ADP","PRON","1","h1005.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","välille","kannattajien","välille","kannattaja","ADP","NOUN","2","h1005.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","Äidinkielensä","lisäksi","äidin#kieli","ADP","NOUN","1","h1006.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","syysloman","puolesta","syys#loma","ADP","NOUN","1","h1006.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","lähelle","sähköjohtoa","lähelle","sähkö#johto","ADP","NOUN","1","h1006.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","eteen","auton","eteen","auto","ADP","NOUN","1","h1006.11","tdt_all_to_prep_target","15129"
"X-case","nmod","case","vihon","mukaan","vihko","mukaan","NOUN","ADP","1","h1006.16","tdt_all_to_prep_target","15129"
"case-X","case","root","takaa","vuoden","takaa","vuosi","ADP","NOUN","6","h1006.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","mennessä","Lokakuuhun","mennessä","lokakuu","ADP","NOUN","1","h1006.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","länsipuolitse","tien","länsi#puolitse","tie","ADP","NOUN","2","h1006.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","välillä","3,50-3,65","välillä","3,50-3,65","ADP","NUM","1","h1010.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","varalta","maisemointitöiden","varalta","maisemointi#työ","ADP","NOUN","2","h1012.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","tiimoilta","asian","tiimoilta","asia","ADP","NOUN","2","h1012.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","ohitse","tarhan","ohitse","tarha","ADP","NOUN","1","h1012.14","tdt_all_to_prep_target","15129"
"case-X","case","parataxis","puolestani","minun","puolesta","minä","ADP","PRON","4","h1012.24","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","tapahtuman","jälkeen","tapahtuma","ADP","NOUN","3","h1013.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","ympäri","taloa","ympäri","talo","ADP","NOUN","1","h1015.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Janne","mukaan","Janne","ADP","PROPN","1","h1015.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","vieraantumisestaan","huolimatta","vieraantuminen","ADP","NOUN","1","h1015.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","tutkimuksen","mukaan","tutkimus","ADP","NOUN","2","h1015.17","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","huoltoasemaverkon","vuoksi","huolto#asema#verkko","ADP","NOUN","1","h1015.20","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolestani","minun","puolesta","minä","ADP","PRON","1","h1017.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","varten","lapsia","varten","lapsi","ADP","NOUN","1","h1017.8","tdt_all_to_prep_target","15129"
"case-X","case","nmod","jälkeen","sen","jälkeen","se","ADP","PRON","1","h1017.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","susien","kanssa","susi","ADP","NOUN","1","h1017.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","yli","aeraj","yli","aita","ADP","NOUN","1","h1017.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","päälle","reissun","päälle","reissu","ADP","NOUN","1","h1017.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","ennen","keskiyötä","ennen","keski#yö","ADP","NOUN","1","h1018.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","tätä","ilman","tämä","ADP","PRON","1","h1018.16","tdt_all_to_prep_target","15129"
"case-X","case","root","alle","pöydän","alle","pöytä","ADP","NOUN","1","h1019.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","luokse","ottovanhempiensa","luokse","otto#vanhempi","ADP","NOUN","1","h1019.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","katsojaa","ilman","katsoja","ADP","NOUN","1","h1020.7","tdt_all_to_prep_target","15129"
"case-X","case","root","alle","raja-arvon","alle","raja#arvo","ADP","NOUN","1","h1022.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","lähtien","lopusta","lähtien","loppu","ADP","NOUN","2","h1022.25","tdt_all_to_prep_target","15129"
"case-X","case","obl","lähellä","meitä","lähellä","minä","ADP","PRON","1","h1023.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeenkin","synnytyksen","jälkeen","synnytys","ADP","NOUN","2","h1023.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","luona","Jokisen","luona","Jokinen","ADP","PROPN","1","h1024.5","tdt_all_to_prep_target","15129"
"X-case","obl","case","korin","ympärillä","kori","ympärillä","NOUN","ADP","1","h1024.7","tdt_all_to_prep_target","15129"
"case-X","case","conj","keskellä","tungoksen","keskellä","tungos","ADP","NOUN","8","h1024.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","takia","Taikurin","takia","taikuri","ADP","NOUN","1","h1024.8","tdt_all_to_prep_target","15129"
"case-X","case","nmod","keskelle","lautaa","keskelle","lauta","ADP","NOUN","1","h1024.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","asti","Tähän","asti","tämä","ADP","PRON","1","h1024.13","tdt_all_to_prep_target","15129"
"case-X","case","nmod","pitkin","maata","pitkin","maa","ADP","NOUN","1","h1024.17","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","apua","ilman","apu","ADP","NOUN","1","h1025.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","käsin","Avaruudesta","käsin","avaruus","ADP","NOUN","1","h1025.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","liikemiesten","kanssa","liike#mies","ADP","NOUN","1","h1025.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","halki","kaupungin","halki","kaupunki","ADP","NOUN","2","h1026.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","ääressä","kuvaruudun","ääressä","kuva#ruutu","ADP","NOUN","1","h1026.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkee","sen","jälkeen","se","ADP","PRON","1","h1026.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","McLarenin","kanssa","McLaren","ADP","PROPN","1","h1026.17","tdt_all_to_prep_target","15129"
"case-X","case","root","takaa","lahden","takaa","lahti","ADP","NOUN","2","h1026.25","tdt_all_to_prep_target","15129"
"case-X","case","root","päällä","korin","päällä","kori","ADP","NOUN","4","h1027.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","jonka","jälkeen","joka","ADP","PRON","1","h1027.14","tdt_all_to_prep_target","15129"
"case-X","case","nmod","vastaan","kasvattajaa","vastaan","kasvattaja","ADP","NOUN","1","h1027.19","tdt_all_to_prep_target","15129"
"case-X","case","root","kiinni","itsestä","kiinni","itse","ADP","PRON","6","h1027.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","ohi","tarhan","ohi","tarha","ADP","NOUN","1","h1028.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","välissä","viiden","välissä","viisi","ADP","NUM","1","h1028.20","tdt_all_to_prep_target","15129"
"case-X","case","obl","takaa","sen","takaa","se","ADP","PRON","1","h1029.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","yli","ymmärryksen","yli","ymmärrys","ADP","NOUN","1","h1029.17","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","Kaijan","jälkeen","Kaija","ADP","PROPN","1","h1030.5","tdt_all_to_prep_target","15129"
"case-X","case","nmod","välillä","asunnon","välillä","asunto","ADP","NOUN","1","h1030.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","lähtien","helmikuusta","lähtien","helmikuu","ADP","NOUN","2","h1030.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","puoleen","Meerin","puoleen","Meeri","ADP","PROPN","1","h1031.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","vasten","seinää","vasten","seinä","ADP","NOUN","2","h1031.18","tdt_all_to_prep_target","15129"
"case-X","case","root","edellä","kävelyä","edellä","kävely","ADP","NOUN","6","h1031.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Husseinin","mukaan","Hussein","ADP","PROPN","1","h1032.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","ennakkotietojen","mukaan","ennakko#tieto","ADP","NOUN","1","h1033.3","tdt_all_to_prep_target","15129"
"case-X","case","nmod","jälkeen","aseman","jälkeen","asema","ADP","NOUN","3","h1033.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","isän","kanssa","isä","ADP","NOUN","1","h1033.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Arto","mukaan","Arto","ADP","PROPN","2","h1033.13","tdt_all_to_prep_target","15129"
"case-X","case","nmod","puolesta","tunnettavuutensa","puolesta","tunnettavuus","ADP","NOUN","1","h1033.17","tdt_all_to_prep_target","15129"
"case-X","case","root","mukana","uudistustyössä","mukana","uudistus#työ","ADP","NOUN","1","h1036.3","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","Teresan","kanssa","Teresa","ADP","PROPN","2","h1036.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","vieressä","hormin","vieressä","hormi","ADP","NOUN","1","h1037.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","kaa","niitten","kanssa","se","ADP","PRON","1","h1037.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","rinnalla","presidentin","rinnalla","presidentti","ADP","NOUN","1","h1037.22","tdt_all_to_prep_target","15129"
"X-case","obl","case","meren","äärelle","meri","ääri","NOUN","NOUN","1","h1038.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","pitkin","kylkiä","pitkin","kylki","ADP","NOUN","1","h1038.12","tdt_all_to_prep_target","15129"
"case-X","case","xcomp:ds","vieressä","Automaatin","vieressä","automaatti","ADP","NOUN","1","h1038.13","tdt_all_to_prep_target","15129"
"case-X","case","root","varten","minua","varten","minä","ADP","PRON","2","h1038.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","takana","näreen","takana","näre","ADP","NOUN","1","h1038.19","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","pääministerin","mukaan","pää#ministeri","ADP","NOUN","1","h1040.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","päätöksen","mukaan","päätös","ADP","NOUN","2","h1040.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","lisärakentamista","vastaan","lisä#rakentaminen","ADP","NOUN","2","h1040.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","päästä","hetken","päästä","hetki","ADP","NOUN","2","h1040.17","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","ihmisen","puolesta","ihminen","ADP","NOUN","2","h1040.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","luom","mummol","luokse","mummo","ADP","NOUN","3","h1041.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohden","meitä","kohden","minä","ADP","PRON","1","h1041.15","tdt_all_to_prep_target","15129"
"case-X","case","nmod","sijasta","kansalaistoiminnan","sijasta","kansalais#toiminta","ADP","NOUN","2","h1041.19","tdt_all_to_prep_target","15129"
"case-X","case","obl","takia","naisten","takia","nainen","ADP","NOUN","3","h1043.7","tdt_all_to_prep_target","15129"
"case-X","case","root","edellä","meitä","edellä","minä","ADP","PRON","4","h1043.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","Juhlaviikkojen","lisäksi","juhla#viikko","ADP","NOUN","1","h1045.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","kaa","mun","kanssa","minä","ADP","PRON","1","h1045.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","takia","kokonsa","takia","koko","ADP","NOUN","2","h1045.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","ennen","sitä","ennen","se","ADP","PRON","2","h1045.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","sijasta","niikuttelun","sijasta","niikuttelu","ADP","NOUN","2","h1045.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","kautta","yritysten","kautta","yritys","ADP","NOUN","2","h1046.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","ennen","vammaa","ennen","vamma","ADP","NOUN","1","h1046.17","tdt_all_to_prep_target","15129"
"case-X","case","obl","kesken","Poikien","kesken","poika","ADP","NOUN","1","h1046.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","Sateesta","huolimatta","sade","ADP","NOUN","1","h1046.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","sitten","vuotta","sitten","vuosi","ADP","NOUN","2","h1046.25","tdt_all_to_prep_target","15129"
"case-X","case","obl","ympäri","vuorokauden","ympäri","vuoro#kausi","ADP","NOUN","1","h1047.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","ylle","edustajien","ylle","edustaja","ADP","NOUN","2","h1047.17","tdt_all_to_prep_target","15129"
"case-X","case","root","päässä","kilometrin","päässä","kilo#metri","ADP","NOUN","4","h1048.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","Jaana","ilman","Jaana","ADP","PROPN","1","h1048.17","tdt_all_to_prep_target","15129"
"case-X","case","nmod","päin","länteen","päin","länsi","ADP","NOUN","1","h1048.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Omaleimaisuutensa","vuoksi","omaleimaisuus","ADP","NOUN","1","h1048.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","tutkijan","mukaan","tutkija","ADP","NOUN","1","h1048.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","alas","kurkustaan","alas","kurkku","ADP","NOUN","1","h1048.25","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohtaan","Asiaa","kohtaan","asia","ADP","NOUN","1","h1049.8","tdt_all_to_prep_target","15129"
"case-X","case","appos","alta","markan","alta","markka","ADP","NOUN","4","h1049.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","ihmisiä","ilman","ihminen","ADP","NOUN","1","h1051.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","kautta","peräosan","kautta","perä#osa","ADP","NOUN","2","h1051.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","vailla","pelipaikkaa","vailla","peli#paikka","ADP","NOUN","1","h1051.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","pitkin","kevättä","pitkin","kevät","ADP","NOUN","1","h1051.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","yli","rajan","yli","raja","ADP","NOUN","1","h1054.20","tdt_all_to_prep_target","15129"
"X-case","obl","case","matkan","varrella","matka","varrella","NOUN","ADV","1","h1054.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","pommiuhkausten","vuoksi","pommi#uhkaus","ADP","NOUN","1","h1055.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","nojalla","haastattelun","nojalla","haastattelu","ADP","NOUN","1","h1056.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","ympärillä","työn","ympärillä","työ","ADP","NOUN","1","h1056.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","äänestyksen","jälkeen","äänestys","ADP","NOUN","1","h1057.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","kautta","Kumpulan","kautta","Kumpula","ADP","PROPN","2","h1057.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","alta","riman","alta","rima","ADP","NOUN","1","h1057.25","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kohtaan","Tuuraa","kohtaan","Tuura","ADP","PROPN","1","h1058.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","sen","jälkeen","se","ADP","PRON","1","h1059.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","kyläläisten","kanssa","kyläläinen","ADP","NOUN","2","h1059.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","perässä","emonsa","perässä","emo","ADP","NOUN","1","h1060.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","ulkopuolelle","maailman","ulkopuolelle","maailma","ADP","NOUN","2","h1060.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","välissä","pöytien","välissä","pöytä","ADP","NOUN","1","h1061.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssasi","Sinun","kanssa","sinä","ADP","PRON","1","h1061.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Lehtimajan","mukaan","Lehti#maja","ADP","PROPN","1","h1061.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","ratkaisun","jälkeen","ratkaisu","ADP","NOUN","1","h1061.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","näkemyksensä","mukaan","näkemys","ADP","NOUN","2","h1061.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","yli","aidan","yli","aita","ADP","NOUN","1","h1061.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","sijaan","Maijan","sijaan","Maija","ADP","PROPN","1","h1061.24","tdt_all_to_prep_target","15129"
"case-X","case","obl","lukuun","lisävärisäiliötä","lukuun","lisä#väri#säiliö","ADV","NOUN","3","h1062.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","sitten","vuotta","sitten","vuosi","ADP","NOUN","3","h1062.17","tdt_all_to_prep_target","15129"
"case-X","case","root","vasten","seinää","vasten","seinä","ADP","NOUN","1","h1062.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","lupaa","ilman","lupa","ADP","NOUN","2","h1062.24","tdt_all_to_prep_target","15129"
"case-X","case","obl","läpi","kyljestä","läpi","kylki","ADP","NOUN","2","h1062.25","tdt_all_to_prep_target","15129"
"case-X","case","nmod","puolesta","demokratian","puolesta","demokratia","ADP","NOUN","2","h1063.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","päin","Mistä","päin","mikä","ADP","PRON","1","h1063.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","kesken","konsertin","kesken","konsertti","ADP","NOUN","1","h1063.20","tdt_all_to_prep_target","15129"
"X-case","obl","case","Siihen","asti","siihen","asti","ADV","ADP","1","h1063.25","tdt_all_to_prep_target","15129"
"case-X","case","obl","riippumatta","siitä","riippumatta","se","ADP","PRON","1","h1064.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","varten","lahjaa","varten","lahja","ADP","NOUN","1","h1064.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","psykiatrin","kanssa","psykiatri","ADP","NOUN","1","h1064.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","varalta","päivän","varalta","päivä","ADP","NOUN","2","h1065.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","Huolimatta","säästä","huolimatta","sää","ADP","NOUN","1","h1065.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","alla","sadeviitan","alla","sade#viitta","ADP","NOUN","1","h1065.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Bremerin","mukaan","Bremer","ADP","PROPN","1","h1065.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","takaa","rajan","takaa","raja","ADP","NOUN","1","h1066.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","Ottelun","jälkeen","ottelu","ADP","NOUN","1","h1066.7","tdt_all_to_prep_target","15129"
"X-case","obl","case","Mikon","kimppuun","Mikko","kimppuun","PROPN","ADV","1","h1066.8","tdt_all_to_prep_target","15129"
"case-X","case","nmod","sijaan","sen","sijaan","se","ADP","PRON","1","h1066.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","mennessä","tähän","mennessä","tämä","ADP","PRON","1","h1066.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","päästä","vuoden","päästä","vuosi","ADP","NOUN","2","h1066.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Museoviraston","mukaan","museo#virasto","ADP","NOUN","1","h1068.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","Peruskarsinnan","jälkeen","perus#karsinta","ADP","NOUN","1","h1069.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Lain","mukaan","laki","ADP","NOUN","1","h1069.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Jouni","mukaan","Jouni","ADP","PROPN","2","h1069.13","tdt_all_to_prep_target","15129"
"case-X","case","xcomp:ds","mukana","kokonaisratkaisussa","mukana","kokonais#ratkaisu","ADP","NOUN","2","h1069.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","pitkin","päivää","pitkin","päivä","ADP","NOUN","1","h1070.5","tdt_all_to_prep_target","15129"
"case-X","case","nmod","keskeltä","kaupungin","keskeltä","kaupunki","ADP","NOUN","1","h1070.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","Pikastartista","huolimatta","pika#startti","ADP","NOUN","1","h1074.19","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","häntä","vastaan","hän","ADP","PRON","4","h1076.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","jonka","kanssa","joka","ADP","PRON","1","h1076.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Minnan","mukaan","Minna","ADP","PROPN","1","h1076.8","tdt_all_to_prep_target","15129"
"case-X","case","nmod","jälkeen","sen","jälkeen","se","ADP","PRON","1","h1076.9","tdt_all_to_prep_target","15129"
"case-X","case","nmod","ympärillään","hänen","ympärillä","hän","ADP","PRON","1","h1077.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","kautta","kassan","kautta","kassa","ADP","NOUN","2","h1077.9","tdt_all_to_prep_target","15129"
"case-X","case","nmod","per","kilometri","per","kilo#metri","ADP","NOUN","1","h1077.13","tdt_all_to_prep_target","15129"
"case-X","case","nmod","välillä","vauhdin","välillä","vauhti","ADP","NOUN","2","h1077.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","alta","hameen","alta","hame","ADP","NOUN","1","h1078.21","tdt_all_to_prep_target","15129"
"case-X","case","nmod","päässä","metrin","päässä","metri","ADP","NOUN","2","h1079.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","kipuja","ilman","kipu","ADP","NOUN","1","h1079.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","teitä","vastaan","sinä","ADP","PRON","1","h1079.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","ympäri","hartioiden","ympäri","hartia","ADP","NOUN","3","h1080.4","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","Jeesuksen","kanssa","Jeesus","ADP","PROPN","1","h1080.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","sitten","Kuukausi","sitten","kuukausi","ADP","NOUN","1","h1080.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","jakson","jälkeen","jakso","ADP","NOUN","2","h1080.21","tdt_all_to_prep_target","15129"
"case-X","case","obl","varten","saamista","varten","saaminen","ADP","NOUN","12","j003.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","lähtien","tammikuusta","lähtien","tammikuu","ADP","NOUN","1","j003.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","tämän","vuoksi","tämä","ADP","PRON","1","j003.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","VHS-tautitapausten","vuoksi","VHS#tauti#tapaus","ADP","NOUN","2","j003.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","tämän","vuoksi","tämä","ADP","PRON","1","j003.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","tämän","vuoksi","tämä","ADP","PRON","1","j003.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","tämän","vuoksi","tämä","ADP","PRON","1","j003.17","tdt_all_to_prep_target","15129"
"case-X","case","nmod","puolesta","Komission","puolesta","komissio","ADP","NOUN","1","j003.32","tdt_all_to_prep_target","15129"
"case-X","case","root","KOHTI","LINJAA","kohti","linja","ADP","NOUN","3","j006.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","haasteiden","kanssa","haaste","ADP","NOUN","2","j006.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","mennessä","tähän","mennessä","tämä","ADP","PRON","1","j006.16","tdt_all_to_prep_target","15129"
